-0.053767775402283835;6.5e-05;7.481761504480681e-06;-3.475866308858613e-07;-6.846444919543232e-05;-3.8075221208889854e-06;1.877156010497944e-07;1e-06
-0.05375532062631319;6.5e-05;7.511248613878808e-06;-3.487101323386138e-07;-6.84893587473736e-05;-3.810354546764347e-06;1.8789071716137733e-07;1e-06
-0.05374266885995012;6.5e-05;7.541157115788288e-06;-3.498584698705177e-07;-6.851466228009975e-05;-3.8131938587951244e-06;1.88068775749235e-07;1e-06
-0.05372982026400649;6.5e-05;7.571488184312022e-06;-3.5103161636291945e-07;-6.854035947198701e-05;-3.816040180053384e-06;1.882497819417402e-07;1e-06
-0.05371677462412538;6.5e-05;7.602244050818822e-06;-3.5222958808109346e-07;-6.856645075174923e-05;-3.818893671820726e-06;1.8843374633953166e-07;1e-06
-0.05370353141604435;6.5e-05;7.633427001063542e-06;-3.534524370654657e-07;-6.859293716791129e-05;-3.821754532047613e-06;1.8862068399860046e-07;1e-06
-0.053690089737152384;6.5e-05;7.665040813231098e-06;-3.547002588353322e-07;-6.861982052569523e-05;-3.824622997573116e-06;1.888106155539456e-07;1e-06
-0.053676448349385994;6.5e-05;7.697089902351376e-06;-3.5597318731672203e-07;-6.8647103301228e-05;-3.827499343408516e-06;1.8900356653352605e-07;1e-06
-0.053662605644155814;6.5e-05;7.729579153840323e-06;-3.572713984331342e-07;-6.867478871168837e-05;-3.830383884520731e-06;1.8919956793824277e-07;1e-06
-0.053648559643828135;6.5e-05;7.762514750034541e-06;-3.5859510993187197e-07;-6.870288071234372e-05;-3.833276976385318e-06;1.8939865624945225e-07;1e-06
-0.05363430797852663;6.5e-05;7.795903441355691e-06;-3.5994458355167445e-07;-6.873138404294674e-05;-3.8361790167973755e-06;1.8960087374612575e-07;1e-06
-0.05361984790212513;6.5e-05;7.829753365597852e-06;-3.6132012344279005e-07;-6.876030419574974e-05;-3.839090445996106e-06;1.8980626835870569e-07;1e-06
-0.053605176258625827;6.5e-05;7.864072825768593e-06;-3.627220791817416e-07;-6.878964748274833e-05;-3.842011749317813e-06;1.9001489412539048e-07;1e-06
-0.053590289461096334;6.5e-05;7.89887215111137e-06;-3.641508482683449e-07;-6.881942107780733e-05;-3.844943458980987e-06;1.9022681161293774e-07;1e-06
-0.05357518350433169;6.5e-05;7.934161513244601e-06;-3.6560687414473955e-07;-6.884963299133661e-05;-3.847886155228517e-06;1.904420876375337e-07;1e-06
-0.05355985389685274;6.5e-05;7.969953449754708e-06;-3.670906536919232e-07;-6.888029220629451e-05;-3.850840470426019e-06;1.9066079645042247e-07;1e-06
-0.05354429568360369;6.5e-05;8.006260458276616e-06;-3.686027343048236e-07;-6.89114086327926e-05;-3.853807089974202e-06;1.9088301928458697e-07;1e-06
-0.05352850337967779;6.5e-05;8.043097327983032e-06;-3.701437209455839e-07;-6.894299324064441e-05;-3.856786757021987e-06;1.9110884550008858e-07;1e-06
