-0.054162471068180916;6.5e-05;6.707306423128561e-06;-3.295103626029611e-07;-6.767505786363816e-05;-3.950668035642825e-06;1.822882722773312e-07;1e-06
-0.05417811498521644;6.5e-05;6.679277832096772e-06;-3.2724018796970656e-07;-6.76437700295671e-05;-3.951197946727691e-06;1.8207239822193643e-07;1e-06
-0.05419259509740833;6.5e-05;6.653656243024487e-06;-3.2511514099879186e-07;-6.761480980518334e-05;-3.951837732409318e-06;1.8187272614790412e-07;1e-06
-0.05420595088221838;6.5e-05;6.630349712753922e-06;-3.231293330545567e-07;-6.758809823556324e-05;-3.952583192263877e-06;1.8168866721537305e-07;1e-06
-0.05421822310242376;6.5e-05;6.609264263814246e-06;-3.212769846689655e-07;-6.756355379515247e-05;-3.953429971889864e-06;1.8151962038936302e-07;1e-06
-0.05422945255042174;6.5e-05;6.590309887026432e-06;-3.1955251227069763e-07;-6.754109489915651e-05;-3.954373692898368e-06;1.813649892898724e-07;1e-06
-0.05423967992062142;6.5e-05;6.573397209902017e-06;-3.1795049623558306e-07;-6.752064015875716e-05;-3.9554099735046766e-06;1.8122418382145015e-07;1e-06
-0.054248945864753415;6.5e-05;6.558436476802585e-06;-3.164656386339892e-07;-6.750210827049316e-05;-3.956534431477754e-06;1.8109661867704687e-07;1e-06
-0.05425729027441124;6.5e-05;6.545344678505717e-06;-3.1509282089156047e-07;-6.748541945117751e-05;-3.957742757637202e-06;1.809817232700608e-07;1e-06
-0.05426475194833725;6.5e-05;6.534037224902271e-06;-3.138271194856802e-07;-6.74704961033255e-05;-3.959030751921221e-06;1.808789454511337e-07;1e-06
-0.05427136875220252;6.5e-05;6.524436079439923e-06;-3.1266377416967947e-07;-6.745726249559495e-05;-3.96039431228551e-06;1.8078774937789079e-07;1e-06
-0.05427717669851351;6.5e-05;6.516464972192422e-06;-3.115982822523182e-07;-6.744564660297298e-05;-3.961829520790228e-06;1.8070762738566747e-07;1e-06
